usp_category,usp_class,usp_drug,drug_name,drug_id
Blood Glucose Regulators,Antidiabetic Agents,metformin,metformin,D04966
Blood Glucose Regulators,Antidiabetic Agents,metformin,metformin hydrochloride,D00944
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,colesevelam,D07743
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,colesevelam hydrochloride,D03582
Blood Glucose Regulators,Antidiabetic Agents,alogliptin,alogliptin benzoate,D06553
Blood Glucose Regulators,Antidiabetic Agents,linagliptin,linagliptin,D09566
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,saxagliptin,D08996
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,saxagliptin hydrate,D09753
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,saxagliptin hydrochloride,D10262
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,sitagliptin,D08516
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,sitagliptin phosphate,D06645
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,bromocriptine,D03165
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,bromocriptine mesylate,D00780
Blood Glucose Regulators,Antidiabetic Agents,exenatide,exenatide,D04121
Blood Glucose Regulators,Antidiabetic Agents,liraglutide,liraglutide,D06404
Blood Glucose Regulators,Antidiabetic Agents,nateglinide,nateglinide,D01111
Blood Glucose Regulators,Antidiabetic Agents,repaglinide,repaglinide,D00594
Blood Glucose Regulators,Antidiabetic Agents,canagliflozin,canagliflozin,D09592
Blood Glucose Regulators,Antidiabetic Agents,chlorpropamide,chlorpropamide,D00271
Blood Glucose Regulators,Antidiabetic Agents,glimepiride,glimepiride,D00593
Blood Glucose Regulators,Antidiabetic Agents,glipizide,glipizide,D00335
Blood Glucose Regulators,Antidiabetic Agents,glyburide,glyburide,D00336
Blood Glucose Regulators,Antidiabetic Agents,tolazamide,tolazamide,D00379
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,tolbutamide,D00380
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,"tolbutamide sodium, sterile",D06177
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,pioglitazone,D08378
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,pioglitazone hydrochloride,D00945
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,rosiglitazone,D08491
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,rosiglitazone maleate,D00596
Blood Glucose Regulators,Glycemic Agents,diazoxide,diazoxide,D00294
Blood Glucose Regulators,Glycemic Agents,glucagon,glucagon,D00116
Blood Glucose Regulators,Glycemic Agents,glucagon,glucagon hydrochloride,D02118
Blood Glucose Regulators,Insulins,insulin aspart,insulin aspart,D04475
Blood Glucose Regulators,Insulins,insulin glulisine,insulin glulisine,D04540
Blood Glucose Regulators,Insulins,insulin lispro,insulin lispro,D04477
Blood Glucose Regulators,Insulins,insulin human (regular),insulin human,D03230
Blood Glucose Regulators,Insulins,isophane insulin (human),"insulin human, isophane",D04541
Blood Glucose Regulators,Insulins,isophane insulin (human),"insulin, isophane",D04547
Blood Glucose Regulators,Insulins,insulin detemir,insulin detemir,D04539
Blood Glucose Regulators,Insulins,insulin glargine,insulin glargine,D03250
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,dabigatran,D09707
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,dabigatran etexilate,D07144
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,dabigatran etexilate mesylate,D07082
Blood Products/Modifiers/Volume Expanders,Anticoagulants,apixaban,apixaban,D03213
Blood Products/Modifiers/Volume Expanders,Anticoagulants,rivaroxaban,rivaroxaban,D07086
Blood Products/Modifiers/Volume Expanders,Anticoagulants,fondaparinux,fondaparinux sodium,D01844
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dalteparin,dalteparin sodium,D03353
Blood Products/Modifiers/Volume Expanders,Anticoagulants,enoxaparin,enoxaparin sodium,D03674
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,warfarin,D08682
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,warfarin sodium,D00564
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,warfarin potassium,D01280
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,filgrastim,filgrastim,D03235
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,pegfilgrastim,pegfilgrastim,D06889
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,sargramostim,sargramostim,D05803
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,darbepoetin alfa,darbepoetin alfa,D03651
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,epoetin alfa,epoetin alfa,D03231
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,anagrelide,D07455
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,anagrelide hydrochloride,D02933
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,anagrelide hydrochloride hydrate,D10255
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,eltrombopag olamine,eltrombopag olamine,D03978
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,romiplostim,romiplostim,D08990
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,plerixafor,plerixafor,D08971
Blood Products/Modifiers/Volume Expanders,Coagulants,tranexamic acid,tranexamic acid,D01136
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,clopidogrel,D07729
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,clopidogrel bisulfate,D00769
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,prasugrel,prasugrel hydrochloride,D05597
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,ticlopidine,D08594
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,ticlopidine hydrochloride,D01028
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticagrelor,ticagrelor,D09017
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,dipyridamole,dipyridamole,D00302
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,cilostazol,cilostazol,D01896
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,clonidine,D00281
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,clonidine hydrochloride,D00604
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,guanfacine,D08031
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,guanfacine hydrochloride,D00606
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,methyldopa,D08205
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,methyldopa,D00405
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopate,methyldopate hydrochloride,D04997
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,midodrine,D08220
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,midodrine hydrochloride,D01307
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine,D08365
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine hydrochloride,D00511
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine tartrate,D08366
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,phenylephrine bitartrate,D08966
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,doxazosin,D07874
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,doxazosin mesylate,D00608
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,phenoxybenzamine,D08358
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,phenoxybenzamine hydrochloride,D00507
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,prazosin,D08411
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,prazosin hydrochloride,D00609
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,terazosin,D08569
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,terazosin hydrochloride,D00610
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,benazepril,D07499
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,benazepril hydrochloride,D00620
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,captopril,captopril,D00251
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,enalapril,D07892
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,enalapril maleate,D00621
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,fosinopril,D07992
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,fosinopril sodium,D00622
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,lisinopril,D08131
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,lisinopril,D00362
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,moexipril,D08225
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,moexipril hydrochloride,D00623
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,perindopril,D03753
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,perindopril erbumine,D00624
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,quinapril,D03752
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,quinapril hydrochloride,D00459
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,ramipril,ramipril,D00421
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,trandolapril,trandolapril,D00383
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,azilsartan,D08864
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,azilsartan medoxomil,D08067
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,azilsartan kamedoxomil,D08865
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,candesartan,D00522
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,candesartan cilexetil,D00626
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,eprosartan,D04040
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,eprosartan mesylate,D02082
Cardiovascular Agents,Angiotensin II Receptor Antagonists,irbesartan,irbesartan,D00523
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,losartan,D08146
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,losartan potassium,D00357
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,olmesartan,D05246
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,olmesartan medoxomil,D01204
Cardiovascular Agents,Angiotensin II Receptor Antagonists,telmisartan,telmisartan,D00627
Cardiovascular Agents,Angiotensin II Receptor Antagonists,valsartan,valsartan,D00400
Cardiovascular Agents,Antiarrhythmics,amiodarone,amiodarone,D02910
Cardiovascular Agents,Antiarrhythmics,amiodarone,amiodarone hydrochloride,D00636
Cardiovascular Agents,Antiarrhythmics,disopyramide,disopyramide,D00303
Cardiovascular Agents,Antiarrhythmics,disopyramide,disopyramide phosphate,D00637
Cardiovascular Agents,Antiarrhythmics,dofetilide,dofetilide,D00647
Cardiovascular Agents,Antiarrhythmics,dronedarone,dronedarone,D02537
Cardiovascular Agents,Antiarrhythmics,dronedarone,dronedarone hydrochloride,D03914
Cardiovascular Agents,Antiarrhythmics,flecainide,flecainide,D07962
Cardiovascular Agents,Antiarrhythmics,flecainide,flecainide acetate,D00638
Cardiovascular Agents,Antiarrhythmics,mexiletine,mexiletine,D08215
Cardiovascular Agents,Antiarrhythmics,mexiletine,mexiletine hydrochloride,D00639
Cardiovascular Agents,Antiarrhythmics,procainamide,procainamide,D08421
Cardiovascular Agents,Antiarrhythmics,procainamide,procainamide hydrochloride,D00477
Cardiovascular Agents,Antiarrhythmics,propafenone,propafenone,D08435
Cardiovascular Agents,Antiarrhythmics,propafenone,propafenone hydrochloride,D00640
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine,D08458
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine gluconate,D00642
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine polygalacturonate,D00643
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine sulfate,D02272
Cardiovascular Agents,Antiarrhythmics,quinidine,quinidine phenylethylbarbiturate,D08459
Cardiovascular Agents,Antiarrhythmics,sotalol,sotalol,D08525
Cardiovascular Agents,Antiarrhythmics,sotalol,sotalol hydrochloride,D01026
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,acebutolol,D02338
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,acebutolol hydrochloride,D00597
Cardiovascular Agents,Beta-adrenergic Blocking Agents,atenolol,atenolol,D00235
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,betaxolol,D07526
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,betaxolol hydrochloride,D00598
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,bisoprolol,D02342
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,bisoprolol fumarate,D00634
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,carvedilol,D00255
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,carvedilol phosphate,D03415
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,labetalol,D08106
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,labetalol hydrochloride,D00600
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol,D02358
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol tartrate,D00601
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol succinate,D00635
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,metoprolol fumarate,D05011
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nadolol,nadolol,D00432
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,nebivolol,D05127
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,nebivolol hydrochloride,D06622
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,penbutolol,D08074
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,penbutolol sulfate,D00602
Cardiovascular Agents,Beta-adrenergic Blocking Agents,pindolol,pindolol,D00513
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,propranolol,D08443
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,propranolol hydrochloride,D00483
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,timolol,D08600
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,timolol,D00378
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,timolol maleate,D00603
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,amlodipine,D07450
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,amlodipine besylate,D00615
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,amlodipine maleate,D02914
Cardiovascular Agents,Calcium Channel Blocking Agents,felodipine,felodipine,D00319
Cardiovascular Agents,Calcium Channel Blocking Agents,isradipine,isradipine,D00349
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,nicardipine,D08270
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,nicardipine hydrochloride,D00617
Cardiovascular Agents,Calcium Channel Blocking Agents,nifedipine,nifedipine,D00437
Cardiovascular Agents,Calcium Channel Blocking Agents,nimodipine,nimodipine,D00438
Cardiovascular Agents,Calcium Channel Blocking Agents,nisoldipine,nisoldipine,D00618
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,diltiazem,D07845
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,diltiazem hydrochloride,D00616
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,diltiazem malate,D03830
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,verapamil,D02356
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,verapamil hydrochloride,D00619
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,acetazolamide,D00218
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,acetazolamide sodium,D01196
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",methazolamide,methazolamide,D00655
Cardiovascular Agents,"Diuretics, Loop",bumetanide,bumetanide,D00247
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,ethacrynic acid,D00313
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,ethacrynate sodium,D04079
Cardiovascular Agents,"Diuretics, Loop",furosemide,furosemide,D00331
Cardiovascular Agents,"Diuretics, Loop",furosemide,sodium furosemide,D07999
Cardiovascular Agents,"Diuretics, Loop",furosemide,furosemide diolamine,D08001
Cardiovascular Agents,"Diuretics, Loop",torsemide,torsemide,D00382
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,amiloride,D07447
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,amiloride hydrochloride,D00649
Cardiovascular Agents,"Diuretics, Potassium-sparing",eplerenone,eplerenone,D01115
Cardiovascular Agents,"Diuretics, Potassium-sparing",spironolactone,spironolactone,D00443
Cardiovascular Agents,"Diuretics, Potassium-sparing",triamterene,triamterene,D00386
Cardiovascular Agents,"Diuretics, Thiazide",bendroflumethiazide,bendroflumethiazide,D00650
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,chlorothiazide,D00519
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,chlorothiazide sodium,D03471
Cardiovascular Agents,"Diuretics, Thiazide",chlorthalidone,chlorthalidone,D00272
Cardiovascular Agents,"Diuretics, Thiazide",hydrochlorothiazide,hydrochlorothiazide,D00340
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,indapamide,D00345
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,indapamide hydrate,D06401
Cardiovascular Agents,"Diuretics, Thiazide",methyclothiazide,methyclothiazide,D00656
Cardiovascular Agents,"Diuretics, Thiazide",metolazone,metolazone,D00431
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",choline fenofibrate,choline fenofibrate,D08890
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",fenofibrate/fenofibric acid,fenofibrate,D00565
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",gemfibrozil,gemfibrozil,D00334
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,atorvastatin,D07474
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,atorvastatin calcium anhydorous,D00887
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,atorvastatin calcium,D02258
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,fluvastatin,D07983
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,fluvastatin sodium,D00892
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",lovastatin,lovastatin,D00359
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,pitavastatin calcium,D01862
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,pitavastatin calcium hydrate,D10568
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,pravastatin,D08410
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,pravastatin sodium,D00893
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,rosuvastatin,D08492
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,rosuvastatin calcium,D01915
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",simvastatin,simvastatin,D00434
Cardiovascular Agents,"Dyslipidemics, Other",cholestyramine,cholestyramine resin,D02690
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,colesevelam,D07743
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,colesevelam hydrochloride,D03582
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,colestipol,D07771
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,colestipol hydrochloride,D02113
Cardiovascular Agents,"Dyslipidemics, Other",ezetimibe,ezetimibe,D01966
Cardiovascular Agents,"Dyslipidemics, Other",icosapent ethyl,icosapent ethyl,D01892
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,lomitapide,D09637
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,lomitapide mesylate,D09638
Cardiovascular Agents,"Dyslipidemics, Other",mipomersen,mipomersen sodium,D08946
Cardiovascular Agents,"Dyslipidemics, Other",niacin,niacin,D00049
Cardiovascular Agents,"Dyslipidemics, Other",omega-3-acid ethyl esters,omega-3-acid ethyl esters,D05255
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,hydralazine,D08044
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,hydralazine hydrochloride,D01302
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,hydralazine polistirex,D04458
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",minoxidil,minoxidil,D00418
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide dinitrate,isosorbide dinitrate,D00516
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide mononitrate,isosorbide mononitrate,D00630
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",nitroglycerin,nitroglycerin,D00515
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,aliskiren,D03208
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,aliskiren fumarate,D06412
Cardiovascular Agents,"Cardiovascular Agents, Other",digoxin,digoxin,D00298
Cardiovascular Agents,"Cardiovascular Agents, Other",pentoxifylline,pentoxifylline,D00501
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,ranolazine,D05700
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,ranolazine hydrochloride,D05701
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,dextroamphetamine,D03740
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,dextroamphetamine sulfate,D02078
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,lisdexamfetamine,D08130
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,lisdexamfetamine dimesylate,D04747
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,metamfetamine,D08187
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,methamphetamine hydrochloride,D02242
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,atomoxetine,D07473
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,atomoxetine hydrochloride,D02574
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,clonidine,D00281
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,clonidine hydrochloride,D00604
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,dexmethylphenidate,D07806
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,dexmethylphenidate hydrochloride,D03721
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,guanfacine,D08031
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,guanfacine hydrochloride,D00606
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,methylphenidate,D04999
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,methylphenidate hydrochloride,D01296
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,duloxetine,D07880
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,duloxetine hydrochloride,D01179
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,milnacipran,D08222
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,milnacipran hydrochloride,D01107
Central Nervous System Agents,Fibromyalgia Agents,pregabalin,pregabalin,D02716
Central Nervous System Agents,Multiple Sclerosis Agents,interferon beta-1a,interferon beta-1a,D04554
Central Nervous System Agents,Multiple Sclerosis Agents,interferon beta-1b,interferon beta-1b,D00746
Central Nervous System Agents,Multiple Sclerosis Agents,dalfampridine,dalfampridine,D04127
Central Nervous System Agents,Multiple Sclerosis Agents,teriflunomide,teriflunomide,D10172
Central Nervous System Agents,Multiple Sclerosis Agents,fingolimod,fingolimod hydrochloride,D04187
Central Nervous System Agents,Multiple Sclerosis Agents,dimethyl fumarate,dimethyl fumarate,D03846
Central Nervous System Agents,Multiple Sclerosis Agents,glatiramer,glatiramer acetate,D04318
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,mitoxantrone,D08224
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,mitoxantrone hydrochloride,D02166
Central Nervous System Agents,Multiple Sclerosis Agents,natalizumab,natalizumab,D06886
Central Nervous System Agents,"Central Nervous System, Other",gabapentin enacarbil,gabapentin enacarbil,D09539
Central Nervous System Agents,"Central Nervous System, Other",tetrabenazine,tetrabenazine,D08575
Central Nervous System Agents,"Central Nervous System, Other",riluzole,riluzole,D00775
Central Nervous System Agents,"Central Nervous System, Other",dextromethorphan/quinidine,dextromethorphan hydrobromide and quinidine sulfate,D10208
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine,D00113
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,methylatropine nitrate,D01077
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine methylbromide,D03814
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine oxide hydrochloride,D03011
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine oxide,D07477
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,atropine sulfate,D02069
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,dicycloverine,D07820
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,dicyclomine hydrochloride,D00717
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",glycopyrrolate,glycopyrrolate,D00540
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",mepenzolate,mepenzolate bromide,D00720
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",methscopolamine,methscopolamine bromide,D00715
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,scopolamine,D00138
